alloy_grade,billet_temperature_C,container_temperature_C,die_temperature_C,ram_speed_mm_per_sec,billet_diameter_mm,extrusion_ratio,mean_strain_rate_per_sec,zener_hollomon_parameter,flow_stress_MPa,exit_temperature_C,ram_pressure_MPa,exit_speed_mm_per_sec,surface_quality_score,run_is_valid
AA6061,464.99,444.62,406.68,5.119,114.65,47.83,0.331724,21618808815.58,24.318,491.34,109.73,246.256,0.0,True
AA6061,497.21,383.5,454.66,7.971,145.97,36.84,0.376645,12842078159.246,22.629,504.69,94.98,294.034,0.0,True
AA7075,483.76,447.07,405.15,4.371,141.17,12.11,0.144505,10059225838.733,20.045,490.64,58.97,51.855,0.0,True
AA7075,448.13,387.87,435.95,6.103,142.78,12.11,0.203429,56358849062.336,25.892,457.5,73.18,73.83,0.0,True
AA6061,468.13,425.24,413.87,4.013,95.87,28.24,0.266406,17086806708.049,23.548,484.06,89.04,113.035,0.0,True
AA6061,473.0,391.54,391.44,2.423,133.67,21.82,0.10702,6863045585.212,20.678,478.55,76.18,53.007,0.0,True
AA6061,475.31,427.69,408.94,1.45,124.78,32.8,0.074904,3901351297.831,19.002,484.3,75.92,45.991,0.01,True
AA7075,464.41,450.15,404.19,1.927,114.25,39.87,0.119211,14207404216.674,21.158,482.94,92.75,77.143,0.0,True
AA7075,482.77,433.95,431.04,1.403,141.06,26.71,0.05953,4525140744.914,17.598,486.32,68.99,35.753,0.1,True
AA6063,476.56,421.79,418.36,5.626,119.02,35.76,0.316562,11792756101.175,24.542,491.91,105.44,197.228,0.0,True
AA6063,419.37,425.6,428.83,7.85,105.3,25.77,0.459884,86428343638.036,31.518,455.46,119.7,201.081,0.0,True
AA6061,439.4,386.08,439.02,6.313,149.85,46.0,0.307708,55642413727.109,27.522,465.47,124.58,290.076,0.0,True
AA6063,487.91,448.95,421.41,6.472,92.55,32.93,0.470566,10831162228.553,24.261,504.58,97.99,214.896,0.0,True
AA7075,481.0,385.52,449.21,4.032,120.69,40.3,0.234637,24602638647.19,22.992,487.39,100.27,161.656,0.0,True
AA6063,436.79,396.69,423.86,6.475,102.0,13.39,0.31619,43251479875.72,29.014,450.49,87.47,87.14,0.0,True
AA6063,445.09,456.87,442.74,6.1,93.02,46.38,0.478042,34824263126.953,28.246,481.81,125.62,281.443,0.0,True
AA6063,495.87,429.27,410.25,4.184,140.24,15.23,0.153775,3162662369.747,20.389,497.43,64.48,63.144,0.0,True
AA6061,446.2,447.1,394.89,4.213,80.96,29.27,0.338726,37000844058.575,26.119,471.62,104.03,124.456,0.0,True
AA6063,462.81,450.86,399.84,2.641,98.42,23.52,0.164344,7498044876.876,23.066,483.58,84.13,63.089,0.0,True
AA7075,438.51,435.37,387.26,6.208,128.54,20.03,0.275727,80356202964.207,27.175,460.74,95.66,124.024,0.0,True
AA6061,467.26,448.7,381.76,1.128,121.77,25.56,0.063867,3688310171.729,18.84,481.93,71.07,32.113,0.12,True
AA6061,444.17,394.29,426.58,2.745,98.13,29.53,0.183162,27422132015.055,25.108,462.92,99.93,82.096,0.0,True
AA7075,439.74,418.44,386.33,1.249,112.81,25.95,0.068529,20985861643.223,22.453,454.64,87.44,32.256,1.93,True
AA6063,422.47,458.12,458.04,3.581,81.79,39.09,0.312199,45523874978.626,29.196,459.61,125.55,142.563,0.0,True
AA6063,442.11,421.46,420.87,6.596,132.71,46.55,0.370308,35424059336.134,28.306,473.54,126.53,311.884,0.0,True
AA7075,460.52,431.38,421.14,2.59,94.08,46.29,0.202655,29262973384.538,23.586,485.22,105.76,120.493,0.0,True
AA6063,477.75,390.69,417.02,1.285,81.25,27.61,0.099064,4048544834.604,21.136,480.78,80.84,35.061,0.22,True
AA6061,430.52,400.19,445.65,5.308,138.67,30.63,0.251209,58363025729.153,27.688,455.54,109.18,163.26,0.0,True
AA6063,457.29,439.3,443.06,6.168,144.77,27.87,0.270218,14931223230.937,25.329,480.87,100.36,171.573,0.0,True
AA6061,470.55,397.66,437.08,3.104,141.11,23.48,0.13534,8918819407.422,21.482,479.3,79.86,74.384,0.0,True
AA6063,488.25,436.56,385.76,1.749,130.06,12.99,0.068505,1659176042.038,18.516,486.59,55.91,23.635,3.81,True
AA6063,497.69,427.48,416.53,2.599,125.74,37.42,0.140816,2735603248.339,19.958,504.82,86.94,95.781,0.0,True
AA7075,445.94,380.38,394.76,1.811,138.99,20.34,0.074204,22397686086.64,22.673,455.44,79.46,36.461,0.88,True
AA6063,462.96,397.35,403.08,7.384,115.2,20.76,0.370768,21199555294.089,26.519,475.54,96.1,153.074,0.0,True
AA7075,435.83,454.23,381.96,7.688,90.45,42.78,0.615265,167221701044.286,29.895,473.87,129.26,331.856,0.0,True
AA6063,456.28,426.69,420.19,4.434,85.43,17.63,0.283623,16992994606.227,25.765,469.76,84.27,77.943,0.0,True
AA6061,468.97,387.45,396.06,3.452,85.45,17.67,0.21598,15894386579.905,23.313,477.09,77.83,59.452,0.0,True
AA7075,459.19,430.55,391.43,6.917,90.24,45.65,0.556939,91167608708.305,27.637,482.16,121.37,314.393,0.0,True
AA6063,438.07,425.38,394.03,3.393,145.2,15.84,0.124713,13999830985.617,25.113,452.2,81.77,54.372,0.0,True
AA7075,497.84,439.72,399.25,6.05,120.25,14.37,0.256882,12751447189.67,20.806,505.95,62.38,87.199,0.0,True
AA6063,498.97,434.41,452.15,5.807,131.46,21.62,0.263253,4920155990.303,21.736,507.77,77.37,127.443,0.0,True
AA6061,444.06,418.97,412.46,1.736,145.68,11.77,0.056318,7547077265.092,20.967,455.66,56.41,20.509,0.04,True
AA7075,496.53,400.8,417.53,2.474,114.57,40.24,0.154831,9053812756.088,19.712,500.43,83.77,101.16,0.0,True
AA6061,425.98,431.85,426.84,3.506,129.36,31.49,0.175508,39358748981.316,26.33,453.18,105.55,108.529,0.0,True
AA6063,494.43,381.1,401.02,1.79,133.87,22.81,0.077085,2064871856.288,19.138,494.49,71.86,39.406,0.18,True
AA6063,476.54,384.53,420.71,4.336,101.75,44.82,0.307552,12932138462.076,24.848,493.4,107.76,193.111,0.0,True
AA7075,439.2,385.22,404.05,7.219,104.3,32.48,0.454168,159432468958.198,29.715,461.32,119.83,231.434,0.0,True
AA7075,476.16,386.77,431.96,5.317,96.35,31.7,0.364083,42374314423.377,24.877,484.02,98.65,168.45,0.0,True
AA6061,457.28,448.79,453.16,1.153,83.61,48.35,0.103359,8143827765.428,21.201,479.83,93.52,56.407,0.0,True
AA6063,453.97,448.19,457.45,5.574,141.21,33.95,0.262961,16190443353.667,25.601,483.07,107.72,187.255,0.0,True
AA6063,492.04,453.8,459.6,7.554,99.03,30.39,0.498664,10092498543.297,24.029,508.63,98.23,230.169,0.0,True
AA6063,454.94,450.6,415.15,4.71,146.87,21.99,0.190347,11085572437.979,24.337,475.58,89.45,104.143,0.0,True
AA6063,475.65,396.76,455.45,1.372,142.88,22.18,0.05905,2260301229.569,19.4,480.72,69.53,31.614,0.38,True
AA7075,463.28,438.32,400.05,2.705,146.49,11.11,0.082257,10899285032.763,20.3,469.69,57.42,29.109,1.7,True
AA6063,440.33,442.02,381.01,2.511,84.56,41.21,0.211714,19867549134.646,26.297,468.7,114.95,103.877,0.0,True
AA6061,430.62,414.8,415.7,4.515,142.5,42.2,0.225091,48402713399.149,27.04,461.61,122.14,189.389,0.0,True
AA7075,477.59,389.92,384.13,7.147,85.59,15.93,0.441427,49321380612.568,25.415,480.92,83.92,113.855,0.0,True
AA6061,468.02,423.73,432.5,6.181,110.86,45.53,0.406744,26749631372.328,25.025,491.91,111.56,281.539,0.0,True
AA7075,430.96,454.48,458.82,1.261,90.52,26.94,0.091334,29288567648.179,23.589,453.67,88.93,35.41,1.01,True
AA6063,441.28,428.96,416.36,1.114,82.82,43.09,0.100169,9833481110.284,23.944,465.22,107.33,49.732,0.0,True
AA6061,494.83,382.46,392.42,6.74,103.47,13.82,0.326785,12171875002.121,22.458,494.25,72.2,93.158,0.0,True
AA6063,432.0,448.68,447.71,6.704,125.16,24.64,0.327697,37826450466.106,28.538,460.95,106.85,165.13,0.0,True
AA6061,438.16,400.33,414.85,1.81,85.51,37.2,0.149773,28009427004.573,25.179,458.05,106.27,68.985,0.0,True
AA6063,428.92,446.09,430.32,4.792,89.34,21.5,0.321278,43706909880.529,29.051,456.97,102.33,105.315,0.0,True
AA6061,493.75,380.95,447.41,7.378,104.75,38.78,0.495937,20155378509.203,24.087,498.99,102.59,288.369,0.0,True
AA6061,456.71,400.74,457.77,6.796,149.6,16.73,0.243609,24515508300.177,24.735,468.47,83.39,113.306,0.0,True
AA6061,468.51,431.11,384.1,8.009,105.47,12.46,0.365395,22646776713.259,24.472,478.44,72.71,99.684,0.0,True
AA6061,461.36,436.33,385.7,6.63,89.76,26.75,0.464106,34373832509.633,25.869,483.23,100.17,177.516,0.0,True
AA6063,436.01,407.79,449.29,6.3,95.33,12.88,0.318619,39381494148.006,28.681,452.33,83.02,80.138,0.0,True
AA7075,446.11,381.57,384.24,2.944,128.27,46.27,0.169819,51317174238.558,25.557,462.68,115.16,137.619,0.0,True
AA7075,457.69,455.03,413.59,6.415,145.93,45.08,0.32394,46023306454.926,25.169,485.51,111.25,292.989,0.0,True
AA7075,476.06,415.69,390.04,5.544,134.11,35.52,0.278856,27422325825.101,23.363,489.89,98.43,194.832,0.0,True
AA7075,436.6,403.62,412.59,3.456,116.74,33.99,0.200477,78131974659.71,27.073,457.23,112.23,118.116,0.0,True
AA6061,466.11,416.01,422.46,1.865,108.12,28.34,0.106919,7705364634.617,21.031,476.92,80.64,51.288,0.0,True
AA7075,490.73,442.63,411.78,2.29,145.9,31.29,0.103084,6020954036.153,18.451,497.91,72.01,71.567,0.0,True
AA6061,429.24,432.33,460.38,7.219,83.19,26.92,0.540845,108763298358.786,29.886,459.65,114.76,192.611,0.0,True
AA6063,452.28,459.69,393.07,2.838,86.23,20.87,0.186726,11160286733.595,24.359,477.96,86.87,57.91,0.0,True
AA6061,488.61,433.62,436.82,4.751,141.97,20.08,0.191751,6829299125.527,20.663,493.18,70.43,95.414,0.0,True
AA7075,457.44,421.68,407.22,2.889,125.92,14.79,0.120007,20907194588.624,22.44,463.36,71.53,43.444,0.12,True
AA7075,489.98,404.82,399.63,6.265,81.23,20.72,0.446325,33110264593.53,24.014,498.5,85.07,129.769,0.0,True
AA6061,464.19,398.4,422.34,3.632,128.82,29.03,0.179663,15038921529.57,23.135,475.2,92.77,104.45,0.0,True
AA6063,459.51,412.15,394.16,2.356,144.28,44.33,0.121378,7423809391.307,23.034,478.5,101.05,107.208,0.0,True
AA6063,489.33,420.96,382.88,5.996,87.72,41.58,0.488336,12076134078.363,24.62,507.87,106.41,250.158,0.0,True
AA7075,484.82,428.75,399.73,3.047,88.68,46.87,0.247609,18450029938.221,22.021,500.64,97.16,140.072,0.0,True
AA6063,461.64,418.22,400.41,1.397,108.61,12.1,0.061047,3209028219.423,20.433,468.14,58.24,16.851,2.17,True
AA7075,501.01,409.16,408.63,5.28,99.2,37.94,0.368774,20695561255.449,22.406,507.14,94.26,199.888,0.0,True
AA7075,435.66,387.8,412.85,3.445,125.91,47.01,0.196342,82173857288.769,27.257,459.51,122.51,158.043,0.0,True
AA7075,456.16,441.93,421.28,5.255,130.66,11.0,0.184643,30602530060.31,23.741,465.64,67.84,57.952,0.01,True
AA6063,465.89,436.13,420.01,2.614,117.61,47.77,0.161486,7552636192.919,23.089,487.06,104.73,122.865,0.0,True
AA6063,466.32,416.35,443.35,6.107,117.67,13.49,0.26096,12759762454.367,24.803,474.21,76.74,83.37,0.0,True
AA6063,443.3,394.18,413.35,6.087,147.58,42.37,0.296422,32004364010.975,27.949,468.68,119.78,259.054,0.0,True
AA7075,424.92,458.17,411.4,7.363,100.55,40.13,0.514772,198763801211.957,30.548,463.36,132.5,294.563,0.0,True
AA6061,431.92,420.7,437.13,5.38,136.26,28.08,0.252947,51303947500.873,27.241,453.34,103.94,151.951,0.0,True
AA6061,480.58,424.23,450.61,5.693,125.31,19.85,0.257742,12091613247.879,22.437,490.16,76.51,112.357,0.0,True
AA7075,476.77,434.89,408.05,7.271,115.15,35.83,0.430257,38366319789.945,24.528,490.6,101.16,259.727,0.0,True
AA6063,473.91,438.21,381.62,5.665,109.03,14.96,0.271598,9242360787.649,23.742,488.71,76.47,85.751,0.0,True
AA7075,485.42,412.87,381.13,6.163,121.75,23.77,0.304561,23848880991.037,22.886,490.6,83.89,145.637,0.0,True
AA6063,466.63,384.16,418.35,7.307,93.17,23.25,0.468866,27620425586.403,27.434,478.54,100.19,169.014,0.0,True
AA6063,436.3,437.05,446.38,4.183,115.46,11.31,0.167205,17684374352.858,25.9,450.93,76.12,47.121,0.0,True
AA7075,439.0,433.7,406.34,4.487,127.17,33.56,0.240816,67286102376.029,26.53,462.58,107.73,153.15,0.0,True
AA7075,430.74,420.67,426.2,3.331,85.02,47.74,0.292168,119323782712.734,28.632,457.13,129.13,160.612,0.0,True
AA6063,494.97,436.28,450.63,7.407,115.81,35.16,0.436384,8324679665.709,23.402,510.19,100.06,261.361,0.0,True
AA6061,477.7,451.44,446.62,5.216,107.19,30.13,0.319056,13815368934.095,22.862,495.03,93.23,158.419,0.0,True
AA6063,474.51,447.08,401.02,7.238,132.89,39.16,0.380472,12924786849.428,24.846,495.1,105.89,282.65,0.0,True
AA6061,441.37,408.23,460.13,3.641,133.26,28.11,0.173078,27457442547.463,25.113,461.34,98.99,101.75,0.0,True
AA7075,434.75,423.42,459.47,4.981,83.11,41.86,0.425843,142006603284.593,29.281,464.57,128.92,207.71,0.0,True
AA7075,438.65,400.53,425.27,4.588,94.22,12.7,0.233278,83944617037.855,27.335,447.62,82.51,57.512,0.02,True
AA6063,474.71,408.76,393.27,7.506,87.25,31.72,0.565439,21799729912.299,26.615,493.12,108.73,237.025,0.0,True
AA7075,423.06,454.54,428.33,6.653,106.87,28.87,0.399722,168548111608.181,29.924,456.78,116.18,192.045,0.0,True
AA6061,475.8,387.45,418.57,5.631,133.62,28.15,0.268974,17184638995.821,23.566,483.84,90.77,158.727,0.0,True
AA6063,439.73,386.67,434.76,1.205,123.24,15.63,0.051262,6498646058.621,22.609,447.54,72.57,18.805,0.12,True
AA6063,489.59,425.93,451.5,4.239,144.93,18.46,0.165914,3939834390.424,21.053,493.57,73.85,79.717,0.0,True
AA6061,455.87,411.96,427.68,4.373,101.24,32.36,0.291145,27902239262.569,25.166,476.03,101.22,143.653,0.0,True
AA6063,432.28,442.21,440.93,7.421,80.59,18.67,0.507926,60585415700.898,30.224,460.34,102.84,136.708,0.0,True
AA6061,448.3,399.57,432.77,7.593,94.5,38.47,0.564789,74805564747.139,28.558,471.54,124.33,294.553,0.0,True
AA7075,442.53,446.34,437.64,7.894,129.81,26.73,0.380533,93910600593.269,27.746,470.77,106.73,210.401,0.0,True
AA6063,451.75,414.12,459.08,5.762,102.06,39.35,0.39652,29150521942.62,27.622,480.27,118.05,227.069,0.0,True
AA6063,481.92,394.74,388.89,6.153,101.36,48.06,0.45567,15623706032.269,25.481,500.42,114.29,300.136,0.0,True
AA6061,419.88,433.07,413.23,4.507,94.99,32.07,0.319072,81784921686.273,28.872,455.04,114.95,146.757,0.0,True
AA6061,461.23,415.1,396.5,4.423,108.09,41.82,0.291423,23626632823.521,24.612,482.73,106.29,184.753,0.0,True
AA6061,428.84,398.76,413.25,7.071,145.72,49.71,0.361484,90167219244.04,29.218,458.52,133.12,350.99,0.0,True
AA6061,496.33,460.0,443.3,7.943,142.47,26.64,0.348502,8526372016.241,21.343,509.38,80.61,210.971,0.0,True
AA6063,436.28,441.79,432.26,7.49,134.81,17.23,0.30107,31914838048.009,27.939,457.96,96.91,128.633,0.0,True
AA7075,445.91,392.32,385.8,6.177,135.66,26.37,0.284179,83409559546.522,27.311,462.48,106.49,162.693,0.0,True
AA6061,473.73,406.15,457.97,7.606,139.36,46.81,0.39811,24713094578.03,24.761,492.15,112.09,353.572,0.0,True
AA6063,447.14,432.04,411.3,7.275,139.27,19.66,0.296563,23094135693.857,26.814,467.81,94.96,142.767,0.0,True
AA6063,497.45,448.9,391.46,4.842,104.4,27.37,0.292583,5004499236.974,21.789,507.61,84.81,132.28,0.0,True
AA6063,477.86,381.81,410.51,3.834,113.96,36.76,0.232736,9373994022.777,23.788,487.23,98.85,141.628,0.0,True
AA7075,423.8,454.92,426.1,5.972,116.76,43.39,0.363497,145673755532.99,29.376,462.21,130.14,255.753,0.0,True
AA7075,433.77,457.08,430.29,4.175,85.51,36.79,0.334522,99654439077.103,27.965,466.12,115.93,152.836,0.0,True
AA6063,445.41,450.96,382.7,1.935,85.77,43.72,0.164439,12302767877.216,24.682,477.96,110.46,85.468,0.0,True
AA7075,488.07,432.56,412.01,3.985,144.82,18.71,0.153123,10572246388.406,20.203,493.39,69.61,74.171,0.0,True
AA6063,439.41,399.53,417.19,7.324,90.47,43.04,0.578546,70082667867.748,30.752,472.18,134.34,313.531,0.0,True
AA6063,458.67,395.82,389.08,4.508,135.61,36.11,0.226955,15079186906.397,25.362,472.97,107.03,162.251,0.0,True
AA7075,464.11,448.14,403.22,5.788,132.71,16.06,0.233496,27928003408.31,23.425,475.79,77.29,93.85,0.0,True
AA6063,426.78,429.48,392.81,1.586,126.48,46.48,0.089049,12980899419.851,24.86,458.84,108.23,71.402,0.0,True
AA7075,474.02,381.29,447.05,2.087,116.0,33.89,0.122009,14868815089.714,21.307,476.47,86.43,71.278,0.0,True
AA6061,459.43,425.83,394.32,7.298,96.19,17.59,0.413312,33865239105.845,25.819,477.26,86.43,127.68,0.0,True
AA6063,485.59,431.26,451.01,5.41,131.86,43.46,0.295513,7702991686.443,23.152,504.25,104.51,235.072,0.0,True
AA7075,474.24,417.1,387.22,3.753,86.61,17.63,0.234888,25216446857.996,23.076,479.31,79.67,65.444,0.0,True
AA6061,451.26,444.91,413.17,1.177,84.06,44.25,0.102046,9656809801.342,21.729,476.74,96.85,52.444,0.0,True
AA6061,438.19,424.78,443.23,7.166,87.36,24.25,0.492801,76243026255.461,28.625,466.37,105.94,171.464,0.0,True
AA6063,469.02,380.16,459.42,3.64,139.37,31.4,0.167566,9153238679.526,23.71,477.64,95.6,111.389,0.0,True
AA6063,457.31,398.06,398.74,2.055,118.27,46.8,0.12805,9204129091.1,23.728,476.23,106.33,96.489,0.0,True
AA6061,439.32,381.26,444.76,4.483,101.48,14.08,0.220884,41942215837.719,26.547,452.47,81.47,62.475,0.0,True
AA6061,494.03,427.46,389.56,2.335,146.8,39.53,0.109458,3329071189.089,18.546,503.36,79.83,90.445,0.0,True
AA7075,471.84,443.7,439.18,7.562,107.88,18.26,0.39058,38046348375.041,24.499,483.91,83.03,138.665,0.0,True
AA7075,468.32,384.53,412.32,1.067,123.07,27.02,0.052449,7812749296.63,19.251,473.76,73.98,27.699,2.06,True
AA7075,468.08,445.99,402.8,2.492,134.87,37.43,0.126723,14361658471.523,21.193,481.6,87.75,92.478,0.0,True
AA6061,498.76,422.88,417.65,4.233,109.98,31.26,0.253129,7027801763.857,20.75,510.34,83.21,132.363,0.0,True
AA6061,489.21,452.4,388.74,3.978,112.53,49.1,0.264249,8054405112.866,21.167,507.54,98.66,196.342,0.0,True
AA6063,435.7,411.73,422.83,5.065,122.18,35.61,0.281525,33934241886.263,28.155,463.84,114.2,179.491,0.0,True
AA6063,428.86,418.83,410.44,5.836,137.23,31.77,0.282259,41664158121.67,28.881,456.75,117.7,186.306,0.0,True
AA6063,461.0,410.27,459.16,3.131,99.43,44.58,0.227228,12915608914.011,24.843,480.76,110.66,138.871,0.0,True
AA6063,470.93,425.42,442.88,2.833,125.75,21.64,0.134699,5836586766.759,22.27,481.37,79.71,62.421,0.0,True
AA7075,429.64,412.19,381.48,2.482,110.27,26.74,0.141005,61338068551.203,26.196,448.76,102.65,66.256,0.0,True
AA6061,475.77,435.74,398.02,7.17,117.64,44.28,0.440944,21944414767.905,24.368,494.51,107.32,317.303,0.0,True
AA6061,492.98,408.23,422.09,3.506,98.0,40.04,0.25471,8527118487.387,21.343,504.16,92.91,141.822,0.0,True
AA6061,470.79,390.41,447.19,3.984,95.5,13.45,0.206828,15289389485.398,23.188,472.21,73.81,53.525,0.0,True
AA6061,421.75,387.44,404.35,4.97,84.48,15.45,0.300935,98527432000.043,29.533,439.63,92.81,75.122,0.0,True
AA7075,424.49,437.53,451.86,3.43,87.14,19.31,0.222495,101153835344.16,28.02,450.86,98.35,66.225,0.0,True
AA7075,471.48,416.33,400.59,3.315,103.91,48.37,0.238208,27806536959.988,23.41,486.18,105.27,161.62,0.0,True
AA7075,490.18,434.8,400.34,5.456,123.34,42.83,0.322429,20236491675.62,22.331,501.04,99.9,237.382,0.0,True
AA6063,479.54,435.61,411.05,7.405,99.41,18.21,0.411452,13025395689.573,24.872,495.04,85.32,134.399,0.0,True
AA6061,426.73,438.61,404.63,4.166,88.94,42.1,0.334647,71306167111.899,28.389,462.08,125.42,175.423,0.0,True
AA6063,457.25,426.56,406.82,3.235,82.9,11.3,0.172578,10367365210.932,24.117,465.22,67.92,34.915,0.05,True
AA7075,436.93,403.86,447.29,4.215,81.68,29.78,0.334041,115015502614.986,28.495,458.97,114.35,125.367,0.0,True
AA6061,488.78,418.03,393.92,6.826,102.72,26.76,0.416305,15041869169.342,23.135,499.39,90.83,182.305,0.0,True
AA6063,435.61,440.01,394.76,5.845,104.45,30.47,0.363197,40185046329.41,28.752,469.24,113.49,177.147,0.0,True
AA6061,461.26,410.49,391.19,7.846,105.88,35.03,0.505003,41032281323.373,26.472,481.77,108.82,275.796,0.0,True
AA6061,495.15,438.87,443.7,1.764,138.54,26.33,0.07815,2212376003.569,17.404,499.93,64.36,45.634,0.05,True
AA7075,443.63,401.17,459.74,1.193,149.23,11.91,0.040996,11972616654.081,20.602,450.8,61.27,15.4,69.7,True
AA7075,441.81,429.17,391.03,2.777,118.24,19.5,0.135102,36496660085.382,24.353,456.24,84.07,54.91,0.02,True
AA6061,425.43,396.62,386.16,7.789,144.29,38.67,0.380382,99498468449.017,29.568,455.4,127.58,304.013,0.0,True
AA6061,451.28,437.95,451.96,1.03,145.35,30.46,0.046528,4672004766.094,19.528,466.62,77.49,31.572,0.03,True
AA6061,448.96,398.29,458.83,6.337,119.7,22.22,0.30753,40529802594.084,26.43,465.45,94.77,138.116,0.0,True
AA6061,465.59,453.5,380.64,4.973,130.2,39.8,0.270656,15911042743.781,23.317,488.82,100.16,199.362,0.0,True
AA6061,473.48,403.44,418.01,3.79,96.5,43.3,0.289828,17515452262.366,23.628,492.45,105.95,168.275,0.0,True
AA7075,440.59,451.67,417.98,2.448,140.58,26.71,0.110296,27625163805.095,23.388,457.98,91.97,66.015,0.0,True
AA6061,430.93,425.82,392.02,6.21,82.61,20.38,0.428919,81130912244.491,28.844,459.85,101.13,125.418,0.0,True
AA6063,487.86,455.8,413.76,4.882,124.0,47.39,0.292107,6552546295.944,22.636,508.74,100.88,232.96,0.0,True
AA7075,488.49,394.44,401.84,1.559,134.49,12.79,0.055551,4235611478.566,17.404,485.75,52.4,19.634,3.95,True
AA6063,468.45,457.87,444.65,7.059,117.92,23.09,0.36015,13372254905.9,24.959,494.59,92.81,163.549,0.0,True
AA6063,423.25,422.26,380.68,6.391,102.98,28.88,0.402282,68279113053.584,30.657,453.7,119.08,186.271,0.0,True
AA6063,475.13,398.67,411.76,4.528,116.97,45.55,0.283515,12020281123.71,24.605,486.08,108.39,207.111,0.0,True
AA7075,432.01,412.61,456.34,3.903,104.31,27.78,0.236156,94601375554.836,27.773,453.17,107.79,107.788,0.0,True
AA6063,441.41,395.55,423.67,5.211,122.6,25.53,0.263027,30954993745.334,27.832,465.09,104.31,133.04,0.0,True
AA6063,443.29,400.81,396.88,6.764,120.73,38.37,0.390375,39718657082.479,28.711,471.13,122.7,259.59,0.0,True
AA6063,442.11,390.15,410.79,6.909,104.35,11.37,0.304043,35597832581.846,28.323,452.56,79.5,77.696,0.0,True
AA7075,482.13,441.93,397.02,7.891,149.66,13.02,0.256399,19223105645.586,22.158,482.94,66.65,101.948,0.0,True
AA6061,470.25,389.36,436.72,7.865,136.32,44.4,0.417934,28765552110.78,25.269,488.02,112.41,349.173,0.0,True
AA7075,469.54,407.02,446.31,3.017,91.53,38.25,0.231164,30786698209.307,23.761,479.68,100.55,116.292,0.0,True
AA7075,474.85,383.9,408.53,3.867,86.78,19.44,0.253513,31342677950.659,23.823,478.92,83.9,75.458,0.0,True
AA7075,453.92,407.95,425.03,1.459,141.31,43.01,0.073509,15420508059.202,21.427,466.78,94.42,62.193,0.0,True
AA6063,461.24,393.97,430.41,3.047,135.41,42.32,0.160676,9788586256.818,23.929,480.3,103.91,128.733,0.0,True
AA6063,491.42,389.32,400.01,5.66,127.16,22.53,0.263922,7188457083.574,22.931,496.88,82.55,127.112,0.0,True
AA6061,450.42,430.39,452.25,1.294,97.06,17.75,0.070936,6822101350.005,20.659,467.7,70.0,22.244,0.16,True
AA6063,435.78,403.75,459.4,3.62,134.86,27.87,0.17035,22390942559.49,26.707,458.15,102.67,100.755,0.0,True
AA6061,447.21,424.69,408.46,1.028,131.22,40.07,0.05425,6326004231.618,20.431,466.48,87.62,40.469,0.0,True
AA7075,453.23,434.03,420.05,7.22,110.38,22.44,0.389341,71283801402.347,26.739,473.15,98.12,162.315,0.0,True
